序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
1136,第一幕·场景3,a1s3,481,,,旁白,"Their words don't offer much comfort as we make our way to the city center, the eyes of the peering wolves seeming to follow us the entire way there.",他们的话并没有给我带来多少安慰。在前往市中心的路上，狼群的目光似乎始终粘着我们。
1137,第一幕·场景3,a1s3,484,,,旁白,"Amicus stands in the middle of the amphitheater, still seething after Cassius's speech.",Amicus站在竞技场中心，仍在因Cassius的演讲而怄气。
1138,第一幕·场景3,a1s3,485,,,旁白,"By any other standard, it would have been a fine speech, something he himself would have been proud of if he'd been the one to give it.",不管以什么标准来看，那都是一场精彩的演讲。如果演讲人是他的话，他也为此感到骄傲的。
1139,第一幕·场景3,a1s3,486,,,旁白,"For Cassius, though, it was subpar at best.",虽然对Cassius而言，这连一般水准都达不到。
1140,第一幕·场景3,a1s3,487,,,旁白,"He'd certainly said what was needed to be said, but his usual fire and passion had been absent.",他自然说了该说的话，却不见了平日里的热情与激情。
1141,第一幕·场景3,a1s3,488,,,旁白,"While there are no large crowds due to the curfew, it was obvious the Luxians were aware of how lacking the speech had been.",拜宵禁所赐，现场人不多，但卢克斯的人民明显察觉到了这场演讲有多不足。
1142,第一幕·场景3,a1s3,489,,,旁白,"Even now, the triumvirs appear slightly perturbed, and Amicus closes his eyes in quiet frustration as he imagines the thousands of citizens listening to the speech in their homes.",到了现在，就连三人执政团好像都在惴惴不安。Amicus想象着千家万户收听演讲的画面，在沮丧中闭上了双眼。
1143,第一幕·场景3,a1s3,490,,,旁白,"Still, Amicus knows that he won't be scolding his brother after all is said and done.",尽管如此，Amicus明白，自己终究不会责怪弟弟的行为。
1144,第一幕·场景3,a1s3,491,,,旁白,"Cass had not been himself since his poisoning, and Amicus had suspected that what would be his first speech since that incident would not go well.",Cass中毒后就一直不在状态，Amicus也怀疑自事件以来，他的首次演讲能否顺利进行。
1145,第一幕·场景3,a1s3,492,,,旁白,Amicus also imagines that Cassius having to verbally pledge his support to him only made it more difficult for his younger brother.,Amicus还觉得，Cassius不得不口头承诺支持他，这只会让他弟弟的日子更难过。
1146,第一幕·场景3,a1s3,493,,,旁白,"But now, the exhibition match is already upon him, and because of that uninspiring speech, Amicus realizes that he must lose this match if he's to quell the City of Rebellion's fury.",但眼下，表演赛已经开始了。Amicus心里清楚，由于那篇乏味的演讲，为了平息叛逆之城的怒火，他必须输掉这场比赛。
1147,第一幕·场景3,a1s3,494,,,旁白,"As he warms up, stretching and practicing his stances, he watches his soon-to-be opponent do the same out of the corner of his eye.",他一边热身和伸展，一边用眼角的余光打量在做同样动作的对手。
1148,第一幕·场景3,a1s3,498,,,旁白,"The old wolf, who had been smiling pleasantly off to the side for the duration of the introductory speeches, moves rather smoothly, and Amicus notes his unusual focus on kicks.",开幕期间，老狼始终面带微笑、动作自信而流畅，Amicus也能注意到他对踢腿非一般的投入。
1149,第一幕·场景3,a1s3,499,,,旁白,"It's not anything Amicus hasn't come up against in his past matches, and he has little doubt he can easily crush the old man if he caught him in a grapple.",Amicus在过去的比赛中未曾遭遇敌手，如果能找准时机抓住老狼，他有十足的把握轻松击败对方。
1150,第一幕·场景3,a1s3,500,,,旁白,"But that wolf is a hero, a champion in these lands.",但那只狼是这片土地的冠军，一位英雄。
1151,第一幕·场景3,a1s3,501,,,旁白,"Amicus knows that the consequences of beating him in front of his own people might very well lead to a sudden, unlawful end to the curfew, followed by a riot that would endanger the entire delegation.",Amicus知道在人民面前惨败他的后果：宵禁可能会突然结束，随之而来的是危及整个代表团的暴乱。
1152,第一幕·场景3,a1s3,503,,,旁白,Amicus glances over to where said delegation is seated and he's a bit startled to see [mc] settling down to watch.,Amicus瞥了眼代表团的位置，惊讶地发现[mc]正坐在那里观看。
1153,第一幕·场景3,a1s3,504,,,旁白,"While he would have preferred that his human not see this match, it still fills him with a burst of energy, intending to show him how physically capable he is.",虽然不希望这场比赛被人类看到，但这仍令他充满了动力，他有意展示起自己的身体素质。
1154,第一幕·场景3,a1s3,505,,,旁白,"Indeed, Amicus had shown him that plenty of times during their own physical encounters in the bedroom, but that required considerable restraint on his part.",事实上，Amicus已经在私底下的身体接触中展示过许多次了，但那需要他相当的克制。
1155,第一幕·场景3,a1s3,506,,,旁白,"As Amicus straightens up, breathing evenly, the older wolf disrobes and finally steps forward to greet his emperor.",Amicus直起身子，均匀地呼吸着，老狼也终于脱下衣服，走上前去迎接自己的皇帝。
1156,第一幕·场景3,a1s3,508,,,旁白,"Amicus already knows him to be Magistr, the unusual name having been given to him later in life, indicative of his status amongst the people of Lux.",Magistr，这个不同寻常的名字是他晚年时被赋予的，这代表了他在卢克斯人民心目中的地位，Amicus也有所耳闻。
1157,第一幕·场景3,a1s3,510,ma,Magis,台词,"""Good day, His Imperial Highness. I am Magis, your chosen opponent for a friendly bout of {i}pugnu{/i}. I would be honored if you were to join me in our proud and ancient sport, if you are ready, Your Majesty.""","""日安，陛下。吾名Magis，您选做{b}Pugnu{/b}友谊赛的对手。能与您一同参加我们古老而自豪的运动，我不胜荣幸。请问陛下是否准备就绪？"""
1158,第一幕·场景3,a1s3,512,,,旁白,"Amicus nods his head as the old wolf bows low to the ground, sensing only a genuine feeling of goodwill from the other wolf.",老狼俯身鞠躬，Amicus感受着另一只狼对他的善意，点点头。
1159,第一幕·场景3,a1s3,513,a,Amicus,台词,"""Of course, Magis. Shall we assume our positions?""","""当然，Magis，我们就位吧？"""
1160,第一幕·场景3,a1s3,516,,,旁白,Magis answers by falling into an odd stance that seems to emphasize striking over grappling as Amicus squats low toward the ground.,作为回答，Magis摆出了一种奇怪的姿势。与蹲在地上的Amicus不同，对方突出的不是擒拿，而是打击。
1161,第一幕·场景3,a1s3,517,,,旁白,"Their styles seem to be on opposite ends of the spectrum in {i}pugnu{/i} techniques, but Amicus has dealt with such fighting styles in the past, especially from Cato.",他们的{b}Pugnu{/b}风格似乎截然相反，但Amicus也有应对的经验，尤其是从Cato那。
1162,第一幕·场景3,a1s3,518,,,旁白,He doubts this wolf is able to match that warrior's speed and strength.,他不认为这只狼的速度与力量能与那名战士匹敌。
1163,第一幕·场景3,a1s3,521,,,旁白,"Deciding to make the first move, Amicus rushes in for a tackle, knowing that a takedown would instantly turn the fight in his favor.",Amicus决定先发制人，他冲过去一个擒抱，试图通过摔倒对手让自己占据上风。
1164,第一幕·场景3,a1s3,522,,,旁白,"While he still plans to throw the match, he needs to make it look good.",虽然他无意取得胜利，但场面一定要精彩。
1165,第一幕·场景3,a1s3,523,,,旁白,"[mc] is watching, after all, and maybe his powerful charge will let the old wolf know that his impending win is artificial.",毕竟[mc]也在看，也许一记强有力的冲锋能教会老狼他即将获得的胜利是被人拱手相送的。
1166,第一幕·场景3,a1s3,524,,,旁白,"His muscles propel his bulk forward, and in the back of his mind, Amicus just slightly worries that he might accidentally end the match by crushing the old wolf.",他的身体在肌肉的推动下不断向前逼近，只是Amicus暗自担心，他可能会压伤这只老狼，从而意外取得胜利。
1167,第一幕·场景3,a1s3,528,a,Amicus,台词,"""Ffffwuuuuhhhh!""","""噗————噶————!"""
1168,第一幕·场景3,a1s3,529,,,旁白,"His rush is brought to an instant and jarring halt, the jolt emanating through his core before spreading out to his limbs, making him almost fold in half in midair.",冲锋戛然而止，强烈的震动穿透他的躯干波动到四肢，他几乎在半空中对折成了两半。
1169,第一幕·场景3,a1s3,530,,,旁白,"Pressure builds in his chest, then into his cheeks which almost humorously swell up before his breath blasts from his muzzle so hard and fast that it makes his lips ripple.",压力积聚在他的胸腔，接着被挤到面颊。那一瞬间，他的脸以一种滑稽的方式膨胀起来，猛烈而急促的气流从他的口鼻中爆发，震得他的嘴唇都泛起波纹。
1170,第一幕·场景3,a1s3,531,,,旁白,"It only lasts a few seconds, but Amicus is at least able to understand that he'd been viciously kicked in the stomach.",这只持续了短短几秒，但Amicus最起码能够知道自己被狠狠踢了一脚。
1171,第一幕·场景3,a1s3,532,,,旁白,"So hard, in fact, that Magis's foot had very nearly disappeared into his belly.",这一击如此有力，以至于Magis的脚几乎埋在了他的肚子中。
1172,第一幕·场景3,a1s3,533,,,旁白,"Somehow, his opponent doesn't budge in the least bit as he holds steady against Amicus's much larger bulk, and finally the younger wolf comes back down to land on weak ankles.",不知为何，Amicus的对手稳稳顶住了他庞大得多的身体，丝毫不为所动。最后，年轻的狼双腿无力，朝地面跌去。
1173,第一幕·场景3,a1s3,535,,,旁白,"Amicus then folds up on the floor of the amphitheater, deafening silence ringing in his ears as he heaves several times, wondering how he'd been affected so badly despite being tensed and ready.",随后Amicus瘫倒在了竞技场的地板上，呕吐不止，耳边回荡着震耳欲聋的寂静。他是很紧张，但也做好了准备，他不明白自己为何会受到这么严重的影响。
1174,第一幕·场景3,a1s3,536,,,旁白,"He manages to keep calm, waiting for his breathing to return to normal, having experienced similar situations during his sparring matches with his father, and then with Cato.",他勉强保持着冷静，等待呼吸恢复正常。他在与父亲或Cato的对打训练中也经历过类似的情况。
1175,第一幕·场景3,a1s3,537,,,旁白,"In fact, not since Cato has he felt such breathless agony, but even he had never managed to land such a blow when Amicus had been prepared.",事实上，自Cato之后，他就再也没有感受过如此令人窒息的痛苦。但即便是Cato，也从来无法在Amicus有所准备的情况下打出这样一击。
1176,第一幕·场景3,a1s3,538,,,旁白,"The wolf tries not to look toward his delegation, pushing the knowledge from his mind that his human is watching.",狼尽量不去在意他的代表团，努力把人类正在看的事实从脑中抹去。
1177,第一幕·场景3,a1s3,539,,,旁白,"Finally, he begins to breathe normally, and manages to pull himself back up to his feet, trying to muster back up his will to fight after having it knocked from him.",终于，他取回了呼吸，并设法站起来，试图在被击倒后鼓起斗志。
1178,第一幕·场景3,a1s3,543,,,旁白,"The older wolf had been slowly moving back and forth in a half-circle in front of Amicus, making himself look busy, clearly avoiding a possible grappling situation.",老狼在Amicus面前来来回回绕着半圈，让自己看起来不那么闲，显然是在避免可能发生的扭打。
1179,第一幕·场景3,a1s3,544,,,旁白,"The humiliation of the first blow warms Amicus's cheeks and ears, its memory leaving his belly feeling hollowed out.",第一击的屈辱令Amicus的脸和耳朵直发烫，他的肠子都悔青了。
1180,第一幕·场景3,a1s3,545,,,旁白,"Maybe throwing the match isn't the best idea, not after being downed with such ease, and knowing this is being broadcasted to all of Adastra.",也许还是不放弃为好，尤其是被对手轻松击倒以后，要知道这场比赛正在向全阿达斯特拉直播。
