序号,章节,章节代码,源行号,说话人代码,说话人,类型,英文原文,中文译文
2221,第二幕·场景1,a2s1,133,br,Brunis,台词,"""Um, well, there's about two hundred thousand Omorfans on the planet, so that's gonna be a problem--""",
2222,第二幕·场景1,a2s1,134,m,Scipio,台词,"""Wait, that many? You know they want Adastrans to be abandoned, if not completely eliminated, right?""",
2223,第二幕·场景1,a2s1,138,br,Brunis,台词,"""There are a lot of Omorfan families who have lived here for generations, refugees from that second war, in fact.""",
2224,第二幕·场景1,a2s1,140,br,Brunis,台词,"""Still, before I left, a solid majority wanted a peaceful alliance with Adastra, but I guess there've been a bunch of protests over the past few months. I'll have to look into how the hell that happened.""",
2225,第二幕·场景1,a2s1,141,,,旁白,I've forgotten about my desire to see the city now.,
2226,第二幕·场景1,a2s1,142,,,旁白,Now it seems like our mission might not even be possible.,
2227,第二幕·场景1,a2s1,143,,,旁白,"It sounds like Khemia would have to risk its own security for the alliance, and what civilization would do that?",
2228,第二幕·场景1,a2s1,145,n,Neferu,台词,"""What of Khemian groups or organizations?""",
2229,第二幕·场景1,a2s1,149,br,Brunis,台词,"""Maybe we should talk about this--""",
2230,第二幕·场景1,a2s1,151,n,Neferu,台词,"""Ahm, what extremist groups are posing a threat to our Adastran visitors?""",
2231,第二幕·场景1,a2s1,152,ahm,Ahm,台词,"""There are a few, Neferu, but as Brunis mentioned, the main concern is the Omorfans currently residing on Khemia. {i}The Children of Sahira{/i}, are also a threat after an incident early yesterday that is currently under investigation and classified.""",
2232,第二幕·场景1,a2s1,156,br,Brunis,台词,"""We'll talk about it later, alright, Nef?""",
2233,第二幕·场景1,a2s1,158,n,Neferu,台词,"""No need.""",
2234,第二幕·场景1,a2s1,159,m,Scipio,台词,"""What's wrong? Do you know about that group?""",
2235,第二幕·场景1,a2s1,161,n,Neferu,台词,"""I will tell you when we are in a better location. It's something I find hard to talk about.""",
2236,第二幕·场景1,a2s1,162,,,旁白,"I look around and realize Veteris isn't around us anymore, hence why Neferu said that out loud.",
2237,第二幕·场景1,a2s1,163,,,旁白,"I feel a slight pang of nervousness not knowing where he is, but I remind myself he's the senior scholar here.",
2238,第二幕·场景1,a2s1,164,,,旁白,"Maybe the Khemians appreciate his forwardness, especially after seeing Ramoses's behavior.",
2239,第二幕·场景1,a2s1,165,m,Scipio,台词,"""We could go somewhere now, if you want?""",
2240,第二幕·场景1,a2s1,167,br,Brunis,台词,"""Not right now. I can hear Amicus and Ramoses coming back.""",
2241,第二幕·场景1,a2s1,168,,,旁白,"Sure enough, I hear them too as I perk my ears.",
2242,第二幕·场景1,a2s1,172,,,旁白,I quickly stand at attention as Amicus appears first.,
2243,第二幕·场景1,a2s1,174,,,旁白,"I can tell by his expression that he doesn't mean to stay, simply nodding at me and Veteris.",
2244,第二幕·场景1,a2s1,175,a,Amicus,台词,"""I'm going to check to see if messages have arrived from Adastra yet. We'll meet tonight at...""",
2245,第二幕·场景1,a2s1,176,ahm,Ahm,台词,"""Twenty-two hours are in a day, Amicus. Food will be offered at the seventeenth hour.""",
2246,第二幕·场景1,a2s1,178,a,Amicus,台词,"""Thank you, Ahm. We'll meet after dinner at the eighteenth hour.""",
2247,第二幕·场景1,a2s1,181,,,旁白,"Amicus then walks briskly down the hall, toward our sleeping quarters.",
2248,第二幕·场景1,a2s1,182,,,旁白,"My ears lower as I hear Ahm directing him through the halls, which are followed by his low growls of annoyance.",
2249,第二幕·场景1,a2s1,183,,,旁白,"There's a strange quiet in the air, and I turn and almost jump as I see Ramoses staring right at me.",
2250,第二幕·场景1,a2s1,185,,,旁白,"His muzzle is pointing lower now, and I think I understand why he makes a point of keeping his chin up.",
2251,第二幕·场景1,a2s1,186,,,旁白,His sunken cheeks and thick nose make his muzzle noticeably bulbous and heavy-looking.,
2252,第二幕·场景1,a2s1,187,,,旁白,"I quickly lower my gaze, waiting to see if he addresses me.",
2253,第二幕·场景1,a2s1,189,ram,Ramoses,台词,"""I apologize, but who are you exactly?""",
2254,第二幕·场景1,a2s1,190,,,旁白,I feel my face heat up underneath my fur.,
2255,第二幕·场景1,a2s1,191,,,旁白,"Even though he wouldn't know who I am, he asks the question in a way that sounds more like ""{i}why are you even here?{/i}""",
2256,第二幕·场景1,a2s1,192,m,Scipio,台词,"""I am Scipio, scholar of Khemian history and culture. I am a student of Veteris.""",
2257,第二幕·场景1,a2s1,195,ve,Veteris,台词,"""Brilliant student! Adastra's future must be present for such important things.""",
2258,第二幕·场景1,a2s1,197,,,旁白,Veteris's sudden reappearance is as mysterious as his disappearance before he's gone again.,
2259,第二幕·场景1,a2s1,198,,,旁白,"Either way, Ramoses seems to lose interest with that last part.",
2260,第二幕·场景1,a2s1,200,ram,Ramoses,台词,"""Interesting. Neferu! I need to converse with you in the throne room.""",
2261,第二幕·场景1,a2s1,202,n,Neferu,台词,"""Oh, right away your holy--""",
2262,第二幕·场景1,a2s1,204,ram,Ramoses,台词,"""Shut up!""",
2263,第二幕·场景1,a2s1,206,,,旁白,"I jump and quickly look away, wishing I'd followed Veteris to wherever the hell he went.",
2264,第二幕·场景1,a2s1,207,,,旁白,Even Brunis looks surprised.,
2265,第二幕·场景1,a2s1,210,ram,Ramoses,台词,"""I know you had a great deal of fun tormenting me when we were younger--""",
2266,第二幕·场景1,a2s1,214,ram,Ramoses,台词,"""But I am the vizier and you will treat me with respect, or you will leave. Your choice.""",
2267,第二幕·场景1,a2s1,215,,,旁白,"Neferu looks at his brother with an expression I can't quite describe, but it's deep and angry, and it's something I've never seen from Neferu before.",
2268,第二幕·场景1,a2s1,217,n,Neferu,台词,"""Very well.""",
2269,第二幕·场景1,a2s1,221,,,旁白,"And with that, Brunis and I are left to stare after the pair.",
2270,第二幕·场景1,a2s1,223,br,Brunis,台词,"""Guess things have changed.""",
2271,第二幕·场景1,a2s1,235,,,旁白,"Virginia sits at the garden on one of the benches under the shade of the trees, wanting a break from the almost oppressive stuffiness of the throne room.",
2272,第二幕·场景1,a2s1,236,,,旁白,"She knows she's supposed to be going through building and budget proposals from several minor cities, but she only finds herself staring at the page.",
2273,第二幕·场景1,a2s1,237,,,旁白,She can't stop thinking about the series of events that lead to this.,
2274,第二幕·场景1,a2s1,238,,,旁白,"While she's confident that Cassius's support will be enough to at least allow Adastra to function, she finds herself more concerned with what the other Siblings are doing.",
2275,第二幕·场景1,a2s1,239,,,旁白,It all seems so... odd.,
2276,第二幕·场景1,a2s1,240,,,旁白,"Everything is lining up too perfectly, and not in their favor.",
2277,第二幕·场景1,a2s1,241,,,旁白,Could this be the end of Adastra?,
2278,第二幕·场景1,a2s1,246,ca,Cassius,台词,"""Good afternoon, Sister. I have some good news--""",
2279,第二幕·场景1,a2s1,248,ca,Cassius,台词,"""--and maybe some bad news, but Lupus has agreed to cooperate if I become co-ruler with you.""",
2280,第二幕·场景1,a2s1,250,,,旁白,"A visceral shudder starts in the wolf's shoulders, but he squeezes his arms tighter together to hide it.",
2281,第二幕·场景1,a2s1,252,vi,Virginia,台词,"""Oh, Cass. I'm sorry you must go through this again, but you're doing work that I simply cannot do--""",
2282,第二幕·场景1,a2s1,254,ca,Cassius,台词,"""More like they don't allow you to do your work.""",
2283,第二幕·场景1,a2s1,256,ca,Cassius,台词,"""Are you alright? You look... unwell, the stresses of ruling a rebelling moon aside.""",
2284,第二幕·场景1,a2s1,257,,,旁白,"Virginia looks up at Cassius, at how he stands stiffly, arms crossed tightly, and can think back to all the times she'd seen him just like that growing up.",
2285,第二幕·场景1,a2s1,258,,,旁白,This is difficult for him to do.,
2286,第二幕·场景1,a2s1,259,,,旁白,"Not just politics and governance, but asking if she's alright.",
2287,第二幕·场景1,a2s1,260,,,旁白,"While her personality had been intentionally altered to feel less emotion, Cassius had experienced a childhood that made him hide from emotions.",
2288,第二幕·场景1,a2s1,261,,,旁白,"After their mother passed away, their father was always cold, even annoyed at the mere presence of Cassius.",
2289,第二幕·场景1,a2s1,262,,,旁白,He's grown into a deeply emotional man who pretends emotions don't affect him.,
2290,第二幕·场景1,a2s1,263,,,旁白,How could he not turn out that way?,
2291,第二幕·场景1,a2s1,265,vi,Virginia,台词,"""Not exactly, Cassius. I'm distracted by the behaviors of Omorfa and Hindi.""",
2292,第二幕·场景1,a2s1,266,vi,Virginia,台词,"""Can you tell me more about what happened on Omorfa, anything you overheard?""",
2293,第二幕·场景1,a2s1,268,ca,Cassius,台词,"""Well, once news came that Amicus was leaving for Khemia, there was a notable excitement in the air. Alex still being tied to politics allowed me some insight.""",
2294,第二幕·场景1,a2s1,270,ca,Cassius,台词,"""I distinctly remember hearing one of them say 'as long as the others fill their role, we can be done with all this.""",
2295,第二幕·场景1,a2s1,271,ca,Cassius,台词,"""I don't know who they were referring to specifically, but it sounded coordinated, hence why I escaped.""",
2296,第二幕·场景1,a2s1,272,vi,Virginia,台词,"""Hmm...""",
2297,第二幕·场景1,a2s1,273,,,旁白,Virginia reads a line on one of the documents and realizes she's read it at least ten times now.,
2298,第二幕·场景1,a2s1,275,ca,Cassius,台词,"""What do you make of it?""",
2299,第二幕·场景1,a2s1,279,,,旁白,"Virginia leans back, rubbing her brow vigorously, now realizing why that cretin triumvirate was pulling out his fur.",
2300,第二幕·场景1,a2s1,281,vi,Virginia,台词,"""First, I apologize for not being fully present when I should be driving the push to stabilize Adastra, but I can't help but think about external threats.""",
2301,第二幕·场景1,a2s1,282,vi,Virginia,台词,"""I have no doubt that co-ruling with you would bring instant order, but...""",
2302,第二幕·场景1,a2s1,284,,,旁白,"Virginia sits forward, looking Cassius in the eye.",
2303,第二幕·场景1,a2s1,285,vi,Virginia,台词,"""When was the last time the pharaoh made a public appearance? Or when has anyone seen him?""",
2304,第二幕·场景1,a2s1,287,ca,Cassius,台词,"""I'm not fully sure on that, but last I heard about him was maybe two years ago.""",
2305,第二幕·场景1,a2s1,289,vi,Virginia,台词,"""Did you hear he was visiting Omorfa? He was supposed to be there at the same time you were.""",
2306,第二幕·场景1,a2s1,293,ca,Cassius,台词,"""No, I didn't even hear mention of him, and I should have, considering where I was.""",
2307,第二幕·场景1,a2s1,295,vi,Virginia,台词,"""And he hasn't made any public appearance on Khemia for a year due to traveling the galaxy, for one reason or another. This is all based on the vizier's statements.""",
2308,第二幕·场景1,a2s1,299,ca,Cassius,台词,"""You think this has all been a setup?""",
